Handle,Title,Body (HTML),Vendor,Standard Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
island-mango-large-soy-tin,ISLAND MANGO LARGE SOY TIN,,Soy Logic,,,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,12,,TRUE,TRUE,'1123459861,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
huckleberry-large-soy-tin,HUCKLEBERRY LARGE SOY TIN,,Soy Logic,,,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,12,,TRUE,TRUE,'1123459860,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
himalayan-salt-sage-large-soy-tin,HIMALAYAN SALT & SAGE LARGE SOY TIN,,Soy Logic,,,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,12,,TRUE,TRUE,'1123459859,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
galapagos-large-soy-tin,GALAPAGOS LARGE SOY TIN,,Soy Logic,,,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,12,,TRUE,TRUE,'1123459858,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
fresh-cut-grass-large-soy-tin,FRESH CUT GRASS LARGE SOY TIN,,Soy Logic,,,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,12,,TRUE,TRUE,'1123459857,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
fireside-large-soy-tin,FIRESIDE LARGE SOY TIN,,Soy Logic,,,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,12,,TRUE,TRUE,'1123459856,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
bouquet-large-soy-tin,BOUQUET LARGE SOY TIN,,Soy Logic,,,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,12,,TRUE,TRUE,'1123459855,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
belgian-linen-large-soy-tin,BELGIAN LINEN LARGE SOY TIN,,Soy Logic,,,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,12,,TRUE,TRUE,'1123459854,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
apricot-basil-large-soy-tin,APRICOT BASIL LARGE SOY TIN,,Soy Logic,,,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,12,,TRUE,TRUE,'1123459853,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
green-tea-lavender-large-soy-tin,GREEN TEA & LAVENDER LARGE SOY TIN,,Soy Logic,,,,TRUE,Title,Default Title,,,,,,0,shopify,continue,manual,12,,TRUE,TRUE,'1123459852,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
valencia-orange-large-soy-tin,VALENCIA ORANGE LARGE SOY TIN,,Soy Logic,,,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,12,,TRUE,TRUE,'1123459851,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
spring-apricot-lavender-emulsified-scrub,Spring Apricot Lavender Emulsified Scrub,,Couture Brands,,,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,24.95,,TRUE,TRUE,'1123459850,https://cdn.shopify.com/s/files/1/1371/0635/products/image_06947b8b-4e34-4212-834d-0efa873f5264.jpg?v=1618322891,1,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
willow-ivy-emulsified-scrub,Willow & Ivy Emulsified Scrub,,Couture Brands,,,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,24.95,,TRUE,TRUE,'1123459849,https://cdn.shopify.com/s/files/1/1371/0635/products/image_fc1c8063-7020-4448-9c87-10d9d72c4f34.jpg?v=1618322855,1,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
mineral-salt-spa-emulsified-scrub,Mineral Salt Spa Emulsified Scrub,,Couture Brands,,,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,24.95,,TRUE,TRUE,'1123459848,https://cdn.shopify.com/s/files/1/1371/0635/products/image_b3cab33a-7d03-4b33-938c-b8ea3f28fe01.jpg?v=1618322812,1,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
coconut-mango-emulsified-scrub,Coconut Mango Emulsified Scrub,,Couture Brands,,,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,24.95,,TRUE,TRUE,'1123459847,https://cdn.shopify.com/s/files/1/1371/0635/products/image_00b3333a-c33f-4a0f-8bdd-e45f8aa67b66.jpg?v=1618322731,1,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
lemon-verbena-emulsified-scrub,Lemon Verbena Emulsified Scrub,,Couture Brands,,,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,24.95,,TRUE,TRUE,'1123459846,https://cdn.shopify.com/s/files/1/1371/0635/products/image_f75be100-ea2b-4058-a92e-4e8d99052fd9.jpg?v=1618322693,1,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
sea-salt-pomelo-travel-tin,SEA SALT + POMELO TRAVEL TIN,"<meta charset=""utf-8""><div>FRAGRANCE NOTES</div><div>TOP NOTE:Â </div><div>MIDDLE NOTE:Â </div><div>BASE NOTE:Â </div>",Soy Logic,,Travel Tin,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,9,,TRUE,TRUE,'1123459844,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
sweet-tea-travel-tin,SWEET TEA TRAVEL TIN,"<meta charset=""utf-8""><div>FRAGRANCE NOTES</div><div>TOP NOTE:Â </div><div>MIDDLE NOTE:Â </div><div>BASE NOTE:Â </div>",Soy Logic,,Travel Tin,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,9,,TRUE,TRUE,'1123459843,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
apricot-lavender,APRICOT + LAVENDER TRAVEL TIN,"<meta charset=""utf-8""><div>FRAGRANCE NOTES</div><div>TOP NOTE:Â </div><div>MIDDLE NOTE:Â </div><div>BASE NOTE:Â </div>",Soy Logic,,Travel Tin,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,9,,TRUE,TRUE,'1123459842,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
apricot-basil-travel-tin,APRICOT BASIL TRAVEL TIN,"<meta charset=""utf-8""><div>FRAGRANCE NOTES</div><div>TOP NOTE:Â </div><div>MIDDLE NOTE:Â </div><div>BASE NOTE:Â </div>",Soy Logic,,Travel Tin,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,9,,TRUE,TRUE,'1123459841,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
clearance-5,Clearance $5,,Couture Brands,,,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,5,,TRUE,TRUE,'1123459840,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
clearance-10,Clearance $10,,Couture Brands,,,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,10,,TRUE,TRUE,'1123459839,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
clearance-20-or-2-for-35,Clearance $20 or 2 for $35,,Couture Brands,,,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,20,,TRUE,TRUE,'1123459838,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
clearance-24,Clearance $24,,Couture Brands,,,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,24,,TRUE,TRUE,'1123459837,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
special-edition-body-butter-tube,SPECIAL EDITION BODY BUTTER TUBE,,5th & Madison,,Body Butter,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,25,,TRUE,TRUE,'1123459836,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
pomegranate-noir-body-butter-tube,POMEGRANATE NOIR BODY BUTTER TUBE,,5th & Madison,,Body Butter,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,25,,TRUE,TRUE,'1123459835,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
cashmere-body-butter-tube,CASHMERE BODY BUTTER TUBE,,5th & Madison,,Body Butter,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,25,,TRUE,TRUE,'1123459834,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
morrican-mint-body-butter-tube,MOROCCAN MINT BODY BUTTER TUBE,,5th & Madison,,Body Butter,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,25,,TRUE,TRUE,'1123459833,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
tarocco-martini-body-butter-tube,TAROCCO MARTINI BODY BUTTER TUBE,,5th & Madison,,Body Butter,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,25,,TRUE,TRUE,'1123459832,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
lotus-blossom-body-butter-tube,LOTUS BLOSSOM BODY BUTTER TUBE,,5th & Madison,,Body Butter,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,25,,TRUE,TRUE,'1123459831,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
mar-azul-body-butter-tube,MAR AZUL BODY BUTTER TUBE,,5th & Madison,,Body Butter,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,25,,TRUE,TRUE,'1123459830,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
cabana-body-butter-tube,CABANA BODY BUTTER TUBE,,5th & Madison,,Body Butter,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,25,,TRUE,TRUE,'1123459829,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
madagascar-body-butter-tube,MADAGASCAR BODY BUTTER TUBE,,5th & Madison,,Body Butter,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,25,,TRUE,TRUE,'1123459828,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
spa-water-body-butter-tube,SPA WATER BODY BUTTER TUBE,,5th & Madison,,Body Butter,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,25,,TRUE,TRUE,'1123459827,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
couture-body-butter-tube,COUTURE BODY BUTTER TUBE,,5th & Madison,,Body Butter,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,25,,TRUE,TRUE,'1123459826,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
fig-body-butter-tube,Fig Body Butter Tube,,5th & Madison,,Body Butter,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,25,,TRUE,TRUE,'1123459825,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
lavender-body-butter-tube,Lavender Body Butter Tube,,5th & Madison,,Body Butter,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,25,,TRUE,TRUE,'1123459824,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
guavany-body-butter-tube,Guavany Body Butter Tube,,5th & Madison,,Body Butter,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,25,,TRUE,TRUE,'1123459823,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
linen-body-butter-tube,Linen Body Butter Tube,,5th & Madison,,Body Butter,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,25,,TRUE,TRUE,'1123459822,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
fresh-body-butter-tube,Fresh Body Butter Tube,,5th & Madison,,Body Butter,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,25,,TRUE,TRUE,'1123459821,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
cosmopolitan-body-butter-tube,Cosmopolitan Body Butter Tube,,5th & Madison,,Body Butter,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,25,,TRUE,TRUE,'1123459820,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
17-mystique-aroma-diffuser,#17  MYSTERIUX AROMA DIFFUSER,"<div>FRAGRANCE NOTES</div><div>TOP NOTE: Kaffir Lime, Mandarin</div><div>MIDDLE NOTE: Cucumber Extract, Verbena Root, Cyclamen</div><div>BASE NOTE: Sheer Musk, Vanilla, Sugar Cane</div>",Thompson & Bleecker,,Diffuser,,TRUE,Title,Default Title,,,,,,0,shopify,continue,manual,39,,TRUE,TRUE,'1123459819,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
5th-madison-travel-tin-gift-set,5th & MADISON TRAVEL TIN GIFT SET,"<p data-mce-fragment=""1"">A six-candle combination gift set lets you experience each of our signature scents in one convenient package.</p><p data-mce-fragment=""1"">Â </p><ul data-mce-fragment=""1""><li data-mce-fragment=""1"">Hand poured in the USA</li><li data-mce-fragment=""1"">Phthalate free fragrance</li><li data-mce-fragment=""1"">1 Cosmopolitan CandleÂ (3 oz), 1 Cabana CandleÂ (3oz), 1 LinenÂ Candle (3oz), 1 Holiday Candle (3oz), 1 12 Nights CandleÂ (3oz), 1 Joie de Noel CandleÂ (3oz)</li><li data-mce-fragment=""1"">The six travel size candle tins come in an elegant gift box</li><li data-mce-fragment=""1"">These clean-burning candles last up to 12 hours each, thanks to a proprietary wax blend formula</li><li data-mce-fragment=""1"">Cotton wicks for cleaner, longer burning</li></ul>",5th & Madison,,Travel Tin,,TRUE,Title,Default Title,,,,,,0,shopify,continue,manual,45,,TRUE,TRUE,'1123459818,https://cdn.shopify.com/s/files/1/1371/0635/products/IMG_2716.jpg?v=1607786024,1,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
sea-grass-aloe-travel-tin,SEA GRASS & ALOE TRAVEL TIN,"<meta charset=""utf-8""><div></div>",Soy Logic,,Travel Tin,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,9,,TRUE,TRUE,'1123459817,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
sea-grass-aloe-votive,SEA GRASS & ALOE VOTIVE,"<meta charset=""utf-8""><div></div>",Soy Logic,,Classic Votive,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,13,,TRUE,TRUE,'1123459816,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
sea-grass-aloe-duo-wick,SEA GRASS & ALOE DUO WICK,"<p>Â </p><ul><li>Natural coconut &amp; soy wax-blend</li><li>Hand poured in the USA</li><li>Phthalate free fragrance</li><li>Comes in a translucent white glass, in an elegant gift box</li><li>This clean-burning candle lasts up to 50 hours, thanks to a proprietary wax blend formula</li><li>Cotton wicks for cleaner, longer burning</li></ul><div></div>",Soy Logic,,Classic Duo,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,34,,TRUE,TRUE,'1123459815,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
rustic-retreat-handmade-soap,Rustic Retreat Handmade Soap,,Soy Logic,,HANDMADE SOAP,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,9,,TRUE,TRUE,'1123459814,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
oatmeal-milk-honeyhandmade-soap,"Oatmeal, Milk & HoneyHandmade Soap",,Soy Logic,,HANDMADE SOAP,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,9,,TRUE,TRUE,'1123459813,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
holiday-handmade-soap,Holiday Handmade Soap,,5th & Madison,,HANDMADE SOAP,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,9,,TRUE,TRUE,'1123459812,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
bliss-handmade-soap,Bliss Handmade Soap,,Soy Logic,,HANDMADE SOAP,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,9,,TRUE,TRUE,'1123459811,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
apricot-lavender-handmade-soap,Apricot Lavender Handmade Soap,,Soy Logic,,HANDMADE SOAP,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,9,,TRUE,TRUE,'1123459810,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
lotion-bar,Le Bar Mini Set,,Couture Brands,,,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,8.95,,TRUE,TRUE,'1123459809,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
mineral-salt-spa,Black Raspberry Vanilla Emulsified Scrub,,Couture Brands,,,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,24.95,,TRUE,TRUE,'1123459808,https://cdn.shopify.com/s/files/1/1371/0635/products/image_badd9b4e-f762-4dea-a070-a7904ef6e29c.jpg?v=1606929138,1,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
macaron-soap-sampler,Macaron Soap Sampler,,Couture Brands,,,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,12.95,,TRUE,TRUE,'1123459807,https://cdn.shopify.com/s/files/1/1371/0635/products/image_aa7c2745-828c-41d7-9259-a852137caa45.jpg?v=1606578240,1,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
shower-lotion-bar-set,Shower Lotion Bar Set,,Couture Brands,,,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,14.95,,TRUE,TRUE,'1123459806,https://cdn.shopify.com/s/files/1/1371/0635/products/image.jpg?v=1606578173,1,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
tuscan-lime-foaming-hand-soap,TUSCAN LIME FOAMING HAND SOAP,"<meta charset=""utf-8""><div><meta charset=""utf-8""><div>FRAGRANCE NOTES</div><div>TOP NOTE: Valencia Orange, Ocean Waters, Sea Salt</div><div>MIDDLE NOTE: Sea Kelp, Jasmine, Driftwood<span>Â </span></div><div>BASE NOTE: Cashmere Musk, Oakmoss, Cedar</div></div>",Thompson & Bleecker,,FOAMING HAND SOAP,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,15,,TRUE,TRUE,'1123459805,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
welcome-winter-foaming-hand-soap,Welcome Winter Foaming Hand Soap,,Couture Brands,,,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,15,,TRUE,TRUE,'1123459804,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
rustic-retreat-foaming-hand-soap,Rustic Retreat Foaming Hand Soap,,Couture Brands,,,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,15,,TRUE,TRUE,'1123459803,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
spa-water-foaming-hand-soap,SPA WATER FOAMING HAND SOAP,,5th & Madison,,FOAMING HAND SOAP,,TRUE,Title,Default Title,,,,,,0,shopify,continue,manual,15,,TRUE,TRUE,'1123459802,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
couture-planet-purse,Couture Planet Wristlet,,Couture Planet,,,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,39,,TRUE,TRUE,'1123459801,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
joie-de-noel-foaming-hand-soap,Joie De Noel Foaming Hand Soap,,Couture Brands,,,,TRUE,Title,Default Title,,,,,,0,shopify,continue,manual,15,,TRUE,TRUE,'1123459800,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
holiday-foaming-hand-soap,Holiday Foaming Hand Soap,,Couture Brands,,,,TRUE,Title,Default Title,,,,,,0,shopify,continue,manual,15,,TRUE,TRUE,'1123459799,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
fireside-aroma-diffuser,FIRESIDE AROMA DIFFUSER,,Soy Logic,,Diffuser,,TRUE,Title,Default Title,,,,,,0,shopify,continue,manual,38,,TRUE,TRUE,'1123459798,,,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
20-vintage-rum-triple-wick,#20 VINTAGE RUM TRIPLE WICK,"<p><span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">Star anise with Lemon Zest, Cloves, Bay Rum, and Tonka Beans Finished off with Patchouli bark cedar and musk.</span></p><br><div></div>",Thompson & Bleecker,,TRIPLE WICK,,TRUE,Title,Default Title,,,,,,0,shopify,continue,manual,42,,TRUE,TRUE,'1123459797,https://cdn.shopify.com/s/files/1/1371/0635/products/IMG_2327.jpg?v=1603320408,1,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
19-trinidad-triple-wick,#19 TRINIDAD TRIPLE WICK,"<p><br></p><p><span data-mce-fragment=""1"">TOP NOTES OF LEMON LEAVES COLLIDE WITH GOLDEN AMBER. AUTHENTIC PALO SANTO IS COMPLIMENTED WITH SMOKY GREY BIRCH AND EARTHY OAKMOSS. A WARMTH OF SANDALWOOD &amp; PATCHOULI BARK IS BLENDED WITH CASHMERE MUSK FOR A SIGNATURE AROMA.Â </span></p><br><div></div>",Thompson & Bleecker,,TRIPLE WICK,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,42,,TRUE,TRUE,'1123459796,https://cdn.shopify.com/s/files/1/1371/0635/products/IMG_2316.jpg?v=1603320336,1,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
18-fleur-de-coton-triple-wick,#18 FLEUR DE COTON TRIPLE WICK,"<p><span style=""font-size: 1.4em;"">Flourishing nuances of Muguet is cascaded over a bouquet of fresh Bleu Cyclamen. A heart of Midnight Jasmine &amp; Roman Chamomile linger throughout this aroma. Undertones of Damask Rose Petals, Heliotrope Blossom and Cashmere Musk complete this signature blend.</span><br></p><div></div>",Thompson & Bleecker,,TRIPLE WICK,,TRUE,Title,Default Title,,,,,,0,shopify,continue,manual,42,,TRUE,TRUE,'1123459795,https://cdn.shopify.com/s/files/1/1371/0635/products/IMG_2314.jpg?v=1603320299,1,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
copy-of-1-tuscan-lime-triple-wick,#17 MYSTERIUX TRIPLE WICK,"<p><span data-mce-fragment=""1""></span><span data-mce-fragment=""1"">A warming accord of Clove leaf, Ginger, &amp; Golden Amber Crystal shine on top. Dark Rose leaf, alluring Santal and Agave nectar mingle in the heart. Patchouli bark and misted Musk add depth to this fragrant affair. Â </span><meta charset=""utf-8""></p><div></div>",Thompson & Bleecker,,TRIPLE WICK,,TRUE,Title,Default Title,,,,,,0,shopify,continue,manual,42,,TRUE,TRUE,'1123459794,https://cdn.shopify.com/s/files/1/1371/0635/products/IMG_2331.jpg?v=1603320269,1,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
20-vintage-rum-single-wick,#20 VINTAGE RUM SINGLE WICK,"<p><meta charset=""utf-8""> <span data-mce-fragment=""1""></span><span>Star anise with Lemon Zest, Cloves, Bay Rum, and Tonka Beans Finished off with Patchouli bark cedar and musk.</span></p><p>Â </p><p>Â </p><div></div>",Thompson & Bleecker,,SINGLE WICK,,TRUE,Title,Default Title,,,,,,0,shopify,continue,manual,34,,TRUE,TRUE,'1123459793,https://cdn.shopify.com/s/files/1/1371/0635/products/IMG_2312.jpg?v=1603321042,1,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
19-trinidad-single-wick,#19 TRINIDAD SINGLE WICK,"<p>Â </p><p>Â </p><p>Â </p><div></div>",Thompson & Bleecker,,SINGLE WICK,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,34,,TRUE,TRUE,'1123459792,https://cdn.shopify.com/s/files/1/1371/0635/products/IMG_2310.jpg?v=1603320978,1,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
18-fleur-de-coton-single-wick,#18 FLEUR DE COTON SINGLE WICK,"<p><meta charset=""utf-8""> <span data-mce-fragment=""1""></span><span>Flourishing nuances of Muguet is cascaded over a bouquet of fresh Bleu Cyclamen. A heart of Midnight Jasmine &amp; Roman Chamomile linger throughout this aroma. Undertones of Damask Rose Petals, Heliotrope Blossom and Cashmere Musk complete this signature blend.</span></p><p>Â </p><p>Â </p><div></div>",Thompson & Bleecker,,SINGLE WICK,,TRUE,Title,Default Title,,,,,,0,shopify,continue,manual,34,,TRUE,TRUE,'1123459791,https://cdn.shopify.com/s/files/1/1371/0635/products/IMG_2308.jpg?v=1603320721,1,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
17-mysteriux-single-wick,#17 MYSTERIUX SINGLE WICK,"<p><meta charset=""utf-8"">A warming accord of Clove leaf, Ginger, &amp; Golden Amber Crystal shine on top. Dark Rose leaf, alluring Santal and Agave nectar mingle in the heart. Patchouli bark and misted Musk add depth to this fragrant affair. Â </p><p>Â </p><p>Â </p><div></div>",Thompson & Bleecker,,SINGLE WICK,,TRUE,Title,Default Title,,,,,,0,shopify,continue,manual,34,,TRUE,TRUE,'1123459790,https://cdn.shopify.com/s/files/1/1371/0635/products/IMG_2304.jpg?v=1603320694,1,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
20-vintage-rum-hexagon,#20 VINTAGE RUM HEXAGON,"<p><span data-mce-fragment=""1""></span><span>Star anise with Lemon Zest, Cloves, Bay Rum, and Tonka Beans Finished off with Patchouli bark cedar and musk.</span></p>",Thompson & Bleecker,,Hexagon Candle,,TRUE,Title,Default Title,,,,,,0,shopify,continue,manual,19,,TRUE,TRUE,'1123459789,https://cdn.shopify.com/s/files/1/1371/0635/products/20VintageRum.jpg?v=1620917077,1,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
19-trinidad-hexagon,#19 TRINIDAD HEXAGON,"<p><br></p><p><span data-mce-fragment=""1"">TOP NOTES OF LEMON LEAVES COLLIDE WITH GOLDEN AMBER. AUTHENTIC PALO SANTO IS COMPLIMENTED WITH SMOKY GREY BIRCH AND EARTHY OAKMOSS. A WARMTH OF SANDALWOOD &amp; PATCHOULI BARK IS BLENDED WITH CASHMERE MUSK FOR A SIGNATURE AROMA.Â </span></p><p><br></p>",Thompson & Bleecker,,Hexagon Candle,,FALSE,Title,Default Title,,,,,,0,shopify,continue,manual,19,,TRUE,TRUE,'1123459788,https://cdn.shopify.com/s/files/1/1371/0635/products/19Tridad.jpg?v=1620917027,1,,FALSE,,,,,,,,,,,,,,,,,lb,,,draft
18-fleur-de-coton-hexagon,#18 FLEUR DE COTON HEXAGON,"<p><span data-mce-fragment=""1""></span>Flourishing nuances of Muguet is cascaded over a bouquet of fresh Bleu Cyclamen. A heart of Midnight Jasmine &amp; Roman Chamomile linger throughout this aroma. Undertones of Damask Rose Petals, Heliotrope Blossom and Cashmere Musk complete this signature blend.<br></p>",Thompson & Bleecker,,Hexagon Candle,,TRUE,Title,Default Title,,,,,,0,shopify,continue,manual,19,,TRUE,TRUE,'1123459787,https://cdn.shopify.com/s/files/1/1371/0635/products/18FleurdeCoton.jpg?v=1620917007,1,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
17-mysteriux-hexagon,#17 MYSTERIUX HEXAGON,"<p>A warming accord of Clove leaf, Ginger, &amp; Golden Amber Crystal shine on top. Dark Rose leaf, alluring Santal and Agave nectar mingle in the heart. Patchouli bark and misted Musk add depth to this fragrant affair. Â <br></p>",Thompson & Bleecker,,Hexagon Candle,,TRUE,Title,Default Title,,,,,,0,shopify,continue,manual,19,,TRUE,TRUE,'1123459786,https://cdn.shopify.com/s/files/1/1371/0635/products/17Mysteriux.jpg?v=1620916987,1,,FALSE,,,,,,,,,,,,,,,,,lb,,,active
